symbol,medianA,medianB,pvalue,pvalue_adj
acj6,7.68208541062,0.0,5.13445780758e-06,0.0796970540892
C15,8.84993493649,0.0,5.13445780758e-06,0.0796970540892
TrissinR,0.0,8.32255342197,5.13445780758e-06,0.0796970540892
Fife,0.0,6.76075567387,5.13445780758e-06,0.0796970540892
CG30463,0.0,7.49757243165,9.33764556343e-06,0.144938934436
fred,0.0,6.04152725059,1.19642080675e-05,0.185708437624
CG30089,8.17271357413,0.0,1.22446437935e-05,0.190061360963
CG42339,0.0,9.53419752533,1.22446437935e-05,0.190061360963
bru-3,8.22938489178,0.0,1.46238770616e-05,0.22699181975
DIP-eta,0.0,9.82236251333,1.60001094808e-05,0.248353699361
CG42784,1.38183392528,9.51269080727,1.80085268433e-05,0.279528353662
Cow,7.92746709109,11.3736719113,1.82210136462e-05,0.282826573817
Oct-TyrR,0.0,7.82674709051,1.87923035691e-05,0.291694136
GV1,8.8137394365,0.0,1.87923035691e-05,0.291694136
sano,8.4584965588,0.0,2.43019981857e-05,0.377215615839
CG34380,11.2130048025,9.54254687253,3.82914473375e-05,0.594359845572
rdo,8.55272872687,0.0,5.1305805304e-05,0.796368709929
CG4629,6.77954526514,0.0,5.84228460578e-05,0.906839416509
CG42342,8.84205657236,10.5701022713,6.14635008328e-05,0.954036459927
CG31760,0.0,5.73502658963,6.2654363942e-05,0.972521037107
dpr15,0.0,7.93143763318,6.2654363942e-05,0.972521037107
nrv2,0.0,7.85389362415,6.53782854001e-05,1.01480174598
klg,5.37233004251,9.82157331156,7.28770520889e-05,1.13119760252
twz,10.9501559028,7.98274633095,7.76409585271e-05,1.20514295826
Msp300,10.0792780415,8.40500091656,7.78979465439e-05,1.20913192626
kek3,7.87972780421,0.0,0.000118369727248,1.83733490635
glob1,8.22257299305,0.0,0.000119835656962,1.86008906736
CG31221,9.87344636976,7.57359024038,0.000122720086651,1.904861185
CG2082,11.377412366,8.61545062536,0.000122720086651,1.904861185
Ca-alpha1T,10.2727814123,0.50895487472,0.000129502823541,2.01014282701
CG32204,0.0,7.74121448857,0.000148206009967,2.30045368671
CG34356,9.06727540848,0.442116299256,0.000162360448308,2.52015887864
rgn,5.08180338003,9.38703513539,0.000181067514352,2.81052995777
Ktl,3.96889541368,9.63469381713,0.000186526072248,2.89525769344
CG9650,3.1692531464,0.0,0.000191695863289,2.97550318997
Scp2,0.0,6.72464725094,0.000191695863289,2.97550318997
GstD1,0.0,5.702204876,0.000191695863289,2.97550318997
hth,10.234618603,11.1643285728,0.000238840864478,3.70728789844
CG34371,6.31906021719,0.0,0.000239209057348,3.71300298815
