symbol,mutual_information,cumulative_information,relative_cumulative_information
CG15537,0.26666213674,0.26666213674,0.0590670340234
CG12880,0.22951961241,0.493684408464,0.109353634183
GluRIA,0.158196292491,0.666398455264,0.147610683359
beat-Va,0.148015501164,0.860845520669,0.190681707872
CG15236,0.149337921206,1.10218776049,0.244140254574
CG44422,0.125662646301,1.3960064322,0.309222600688
Tom70,0.061956403875,1.75359464469,0.388430227881
Ih,0.0829747845585,2.19120148663,0.485362392821
CG14977,0.0658742245206,2.6716632574,0.591787144786
CG8360,0.0726238135842,3.13725573014,0.694918270805
P5cr,0.0800634302602,3.57582095064,0.792062721522
GlyRS,0.0651044611404,3.89359470127,0.862451240754
Liprin-gamma,0.1134260422,4.13087449269,0.915009934253
CG43740,0.128062432671,4.25422081305,0.942331778256
spri,0.111988614565,4.3415755664,0.961681305156
SdhD,0.0696576505152,4.39341025321,0.973162954733
CG6163,0.0937536095339,4.43277807472,0.981883129562
Tpr2,0.0626180746848,4.46189632583,0.988332971862
CG11030,0.110284947501,4.48047158914,0.992447488168
