symbol,mutual_information,cumulative_information,relative_cumulative_information
Dtg,0.401600542038,0.401600542038,0.0889565844271
Sulf1,0.312283312262,0.724694753097,0.160523612993
Cngl,0.28307895033,1.03449868325,0.229146776022
CG1688,0.258603540994,1.33237337224,0.295127550811
CG1090,0.192748588002,1.63556617501,0.36228631514
cmpy,0.170865483411,1.96113712649,0.43440195444
CG14509,0.145916323867,2.32145086053,0.514213298668
CG42674,0.160269456243,2.73589296249,0.606014354627
CG5021,0.0817179526862,3.12190412614,0.691517811607
Shawl,0.134987890213,3.48417607883,0.771762911331
CG15236,0.149337921206,3.75993217393,0.832844303877
CG4502,0.0759578123549,3.98592430601,0.88290272281
CG42673,0.164385771646,4.14709310741,0.918602440785
NnaD,0.0817939219127,4.26773592235,0.945325444438
CG6154,0.162146478818,4.34825608918,0.963161075293
nAChRalpha2,0.12151531344,4.403549108,0.975408763188
CG2201,0.107437025778,4.44608184412,0.98482998287
Tes,0.0799330879576,4.47160240954,0.990482919295
