symbol,mutual_information,cumulative_information,relative_cumulative_information
CG31676,0.590963895699,0.590963895699,0.130901540656
CG1402,0.252720880133,0.82804409313,0.183416023061
NPFR,0.221810512123,1.05967580216,0.234723637278
Pde9,0.196450222565,1.30318978873,0.288663237049
FER,0.189857033986,1.5598348578,0.345511439094
mGluR,0.103088479326,1.80780550341,0.400438211751
SKIP,0.103861874894,2.10693705295,0.466697387613
l(2)SH0834,0.0623740479185,2.46780494403,0.546631480474
CstF-64,0.0710754866803,2.82640294595,0.626062781217
l(1)G0156,0.065152964892,3.15101774536,0.697966627917
unc-13-4A,0.115113702477,3.39733811679,0.752527856362
SRPK,0.0699559145633,3.60810542873,0.799213899373
CG11221,0.0751892608137,3.79282472838,0.840130173767
CG15803,0.0959204603739,3.91847346325,0.867962014418
Arc1,0.0725568956655,4.02673453249,0.891942397754
Epac,0.0810571847981,4.11219939972,0.910873305165
CG13288,0.14702442868,4.18142175216,0.926206412057
Slob,0.0777171951746,4.23578490342,0.938248129507
CG6023,0.110278518097,4.27813955648,0.947629902876
CR45332,0.094856402164,4.31191382859,0.95511107776
ASPP,0.109001438764,4.3393582715,0.961190162938
Fife,0.172492636688,4.36359140958,0.96655792759
CG12964,0.141490087067,4.37551478818,0.969199017242
CG3036,0.120573228787,4.38438396779,0.971163586114
ru,0.0805655229486,4.3926840647,0.973002100246
CR44738,0.0804330923311,4.39795555861,0.974169763243
SerT,0.0857160981031,4.40017285351,0.974660905461
CR44027,0.119786471156,4.400494909,0.974732242409
CG14820,0.0796302155245,4.400494909,0.974732242409
CG13739,0.0662236357389,4.400494909,0.974732242409
