symbol,mutual_information,cumulative_information,relative_cumulative_information
Frq1,0.210499613164,0.210499613164,0.0466267463566
rpr,0.185963491295,0.419525882721,0.0929271395309
5-HT1A,0.156849121697,0.636526408049,0.140993871349
Dop1R2,0.204484335068,0.8884772401,0.196802275762
CG32698,0.172041030745,1.15607008761,0.256075467007
CG44422,0.125662646301,1.47370584175,0.326433419304
CG9992,0.0720820432171,1.84660651055,0.409032834282
Atet,0.0677533266533,2.29921009514,0.509286854809
CG14977,0.0658742245206,2.80684377585,0.621730324497
CG8360,0.0726238135842,3.32778840818,0.737122238395
DCTN3-p24,0.065407908524,3.71471599573,0.822828687979
Synj,0.0863857143126,4.0077782416,0.887743481881
beat-Va,0.148015501164,4.20114508912,0.930575232579
sfl,0.0807414909233,4.32438069389,0.957872552508
Rpn12,0.0661760065099,4.39537747883,0.97359870532
tth,0.0691586450383,4.43834298604,0.983115786025
Drep3,0.162051937144,4.46578742894,0.989194871202
Pura,0.14646159414,4.48352578815,0.993124008947
