symbol,mutual_information,cumulative_information,relative_cumulative_information
CG42342,0.45192515455,0.45192515455,0.100103744784
Gfrl,0.287517073183,0.734493145944,0.162694007375
aret,0.234832195147,1.00783895813,0.223241509867
CR45333,0.189752769186,1.3015876394,0.288308352738
cmpy,0.170865483411,1.65112747665,0.365733223444
CG7985,0.116189868519,2.02122940109,0.447712702159
CG9801,0.074178997376,2.45675676766,0.544184252616
CG4239,0.0726379358559,2.92412126628,0.647707891476
CG8360,0.0726238135842,3.38098227292,0.748904952869
Pde11,0.184485709261,3.77340465336,0.835828527324
Nnf1a,0.0703143541695,4.05762168346,0.898784060465
Liprin-gamma,0.1134260422,4.23193714845,0.937395832001
CG4502,0.0759578123549,4.33614696667,0.960478842412
CG3527,0.0704014886903,4.40572001268,0.975889629733
CG42340,0.102796455754,4.44691874822,0.985015361432
Dgk,0.0866219123897,4.47868706533,0.992052206971
