symbol,mutual_information,cumulative_information,relative_cumulative_information
CG34393,0.253267482929,0.253267482929,0.0561000493511
sano,0.214150333872,0.493627179782,0.109340957736
Frq1,0.210499613164,0.74052449997,0.164029983295
CG12065,0.201425131328,1.00985397231,0.223687845865
CG32698,0.172041030745,1.29937661584,0.287818599654
sick,0.156264014604,1.64644511453,0.364696056165
CR31032,0.0978763122019,2.01369986536,0.44604487129
CG9471,0.0718410350696,2.46009919142,0.544924616659
CG10470,0.0627247599073,2.9414798445,0.651552905781
Mst85C,0.0611953517611,3.40828449193,0.754952534723
Mgstl,0.0655156458752,3.82560858419,0.847391966348
Dys,0.0739526193649,4.10822542446,0.909993049217
DCTN3-p24,0.065407908524,4.29250166118,0.950811182894
Pax,0.13814297659,4.40119245942,0.974886753413
Arpc2,0.0698900192463,4.45524444113,0.986859545208
Ssadh,0.0611494238353,4.49461226265,0.995579720037
