symbol,mutual_information,cumulative_information,relative_cumulative_information
Ac76E,0.388448109036,0.388448109036,0.0860432529091
CG30116,0.332504780348,0.7402860792,0.163977171869
oaf,0.21412209282,1.00014821915,0.22153797165
CG42674,0.160269456243,1.26533591191,0.280278408752
CG5890,0.106599739241,1.55725504034,0.344939996264
Gycbeta100B,0.0766428172393,1.92511700997,0.426423313476
CG42260,0.0732577191526,2.37086010394,0.525157700062
X11Lbeta,0.0752677607599,2.86387432294,0.634362883834
CG31249,0.0681947565248,3.35882093325,0.743996102216
CG42361,0.0697081670793,3.77861742195,0.836983182363
Pal2,0.0697025794228,4.06904030476,0.901313343778
CG42340,0.102796455754,4.25284042225,0.942026014599
GluClalpha,0.0752721569523,4.3557162399,0.964813537026
Pkc53E,0.0770087073205,4.42863690233,0.980965838591
CG9953,0.0699424181465,4.46800472384,0.98968601342
unc-13-4A,0.115113702477,4.48796037795,0.994106293383
