symbol,mutual_information,cumulative_information,relative_cumulative_information
PVRAP,0.374939959033,0.374939959033,0.0830511282469
Gfrl,0.287517073183,0.677165762035,0.149995697157
CG43902,0.291705277617,1.0148960464,0.224804691194
CG7991,0.215364480023,1.30862086245,0.289866247795
GstZ2,0.197880410982,1.63636622187,0.362463529632
Pglym78,0.0878916617699,2.01327771625,0.445951363093
CG32706,0.0846568114692,2.43425833488,0.539200734105
CG17896,0.0999727421563,2.894175712,0.641074797273
CR44024,0.116221405472,3.3223666109,0.735921282428
CG12608,0.0709049271962,3.69928345915,0.819410301798
Arpc2,0.0698900192463,3.98818494904,0.883403466863
CG10139,0.0688319366505,4.18173292171,0.926275337712
CG8331,0.0645607453913,4.30151019446,0.952806619322
CG34383,0.131824665179,4.38857153039,0.972091152757
CG9922,0.076386573327,4.44164725432,0.983847698434
Shawl,0.134987890213,4.47160240954,0.990482919295
