symbol,mutual_information,cumulative_information,relative_cumulative_information
CG42342,0.45192515455,0.45192515455,0.100103744784
Dat,0.29350606114,0.76389214567,0.169206036936
CG30463,0.188568544321,1.03178496741,0.228545674012
Pde9,0.196450222565,1.31713549041,0.291752281659
SKIP,0.103861874894,1.62875115876,0.360776754009
GluRIA,0.158196292491,2.00488805669,0.444093010376
AGO2,0.0595751450628,2.46591136524,0.546212043037
Pde6,0.117801019098,2.96150414848,0.655988392043
CG44422,0.125662646301,3.42966541414,0.759688518898
hpo,0.0624417218341,3.8039373504,0.842591676668
Rpb12,0.0596707746126,4.06779622556,0.90103777384
RpLP0-like,0.0687032682094,4.22339002434,0.935502600076
TMS1,0.0593075325663,4.31710324498,0.956260560166
CG18769,0.0989280574085,4.39202986241,0.972857191076
GluClalpha,0.0752721569523,4.43804956862,0.983050792559
CG32700,0.118056130259,4.46633091564,0.989315256298
unc-13-4A,0.115113702477,4.48268888404,0.992938630386
