symbol,mutual_information,cumulative_information,relative_cumulative_information
PVRAP,0.374939959033,0.374939959033,0.0830511282469
CG42339,0.350915000404,0.756322594447,0.16752934243
CG7991,0.215364480023,1.003433879,0.222265762195
CG32521,0.182461917831,1.23422028491,0.273386137427
Pura,0.14646159414,1.50753584159,0.333926938167
pgant2,0.0847603475043,1.82371911809,0.403963159204
rogdi,0.0612452136316,2.2051164266,0.488444623552
CG32706,0.0846568114692,2.63876188614,0.584499321929
Pglym78,0.0878916617699,3.08015710939,0.682270632802
CG5890,0.106599739241,3.51631585751,0.778882037518
CG42806,0.0625788350755,3.88033409699,0.859513948742
Rpn12,0.0661760065099,4.13483296326,0.915886755833
Dgk,0.0866219123897,4.29053443556,0.950375432306
Dab,0.0630447449081,4.38788869002,0.971939900105
CG10139,0.0688319366505,4.44277757584,0.984098070461
rad,0.0641869618045,4.47465660854,0.991159440075
